symbol,786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,HCT-116,HCT-15,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62
AQP2,-1,-1,0,1,-1,1,0,-1,0,0,-1,0,0,0,1,1,-1,-1,1,1,1,0,0,-1,1,0,0,0,-1,-1,-1,0,0,-1,0,1,1,-1,0,0
AQP7,0,0,0,-1,1,-1,1,-1,0,0,-1,0,-1,-1,1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,-1,-1,2,1,0,-1,-1,1,-1,-1
ARAP3,0,1,0,0,1,1,0,-1,0,0,-1,0,0,0,1,1,0,0,1,1,1,1,2,0,-1,0,1,1,1,1,1,0,0,0,1,0,1,1,-1,-1
ARC,1,1,1,-1,1,1,0,1,0,1,2,1,0,1,2,0,0,-1,2,-1,1,-1,2,2,1,-1,1,0,1,-1,0,1,0,0,0,-1,1,-1,0,0
ARF1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,-1,0,1,0,1,1,0,-1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,-1,1
ARF6,0,-1,0,0,-1,-1,2,0,-2,0,-1,0,-1,0,0,1,1,-1,0,1,0,1,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,-1,0
ARHGAP10,-1,0,-1,0,-1,0,-2,0,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,0,0,-1,1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1
ARHGAP17,0,1,0,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,-1,-1,-1,1,0,-1,1,-1,-1,1,-1,1,1,-1,1,-1,0,-1,0,0,0,-1,-1,-1
ARHGAP5,0,-1,0,0,-1,-1,2,0,0,1,0,0,-1,0,0,1,0,-1,1,1,0,-1,0,1,1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1,0,0,1
ARHGDIA,0,0,1,1,-1,1,0,1,0,1,-1,0,0,-1,1,-1,0,-1,0,1,1,0,1,-1,1,0,1,1,1,1,0,2,2,-1,0,1,1,1,-1,0
ARHGDIB,0,-1,1,2,0,1,-1,0,0,-1,-1,0,-1,0,1,-1,-1,-1,1,0,0,0,0,0,-1,1,1,0,0,0,-1,1,-1,-1,0,1,-2,0,1,1
ARHGDIG,0,-1,-1,1,-1,-1,-1,-2,0,-1,-1,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1
ARHGEF1,-1,1,1,-1,-1,-1,0,-1,0,-1,0,0,0,0,0,-1,0,1,-1,-1,-1,-1,1,-1,-1,-1,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,0,0
ARHGEF11,0,1,-1,1,1,1,1,0,0,1,0,0,0,0,0,2,0,1,1,1,1,0,1,-1,0,1,1,0,1,0,0,0,-1,0,1,0,1,1,-1,0
ARHGEF12,0,-1,-1,0,-1,-1,0,-1,0,-1,0,0,0,0,1,-2,1,1,-1,-1,1,-1,1,-1,0,-1,2,0,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1
ARHGEF18,-1,0,-1,-1,-1,-1,0,-1,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,1,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,0
ARHGEF2,0,1,-1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,2,1,-1,0,1,1,0,1,0,0,0,-1,0,1,0,1,1,-1,0
ARHGEF25,-1,-1,0,1,-1,1,0,-1,0,0,-1,0,0,0,1,-1,-1,-1,1,1,-1,1,0,1,1,0,0,0,-1,-1,-1,0,0,-1,0,0,1,-1,-1,0
ARHGEF26,0,0,0,0,0,1,1,0,0,1,1,-1,0,0,0,1,-1,0,1,0,1,1,2,-1,0,2,-1,0,1,1,1,1,0,1,0,0,1,-1,1,1
ARHGEF4,0,1,0,1,-1,0,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,-1,1,0,0,1,0,1,-1,1,-1,0,-1,0,0,-1,0,1,1
ARHGEF7,-1,-1,-1,0,1,1,-1,0,0,-1,1,1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,0,1,-1,-1,1,-1,1,0,1,-1,-1,1,-1
ARID1A,0,-1,-1,-1,1,-1,-1,-1,0,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,0,1,0,1,-1,0,0,0,-1,-1,1,1,0
ARID1B,0,-1,-1,0,1,-1,-1,0,0,0,-1,-1,1,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,0,1,0,0,0,0,-1,2,0,0,1,-1,0,-1,-1
ARID2,-1,-1,0,1,-1,1,1,0,0,0,-1,0,0,0,1,1,-1,-1,1,1,0,1,2,-1,1,1,0,0,1,-1,-1,1,0,-1,0,1,1,0,1,1
ARNT,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,2,0,1,1,1,1,1,2,-1,1,1,1,0,1,0,0,1,2,0,1,0,1,1,1,0
ARNT2,-1,0,1,0,-1,-1,0,-1,0,-1,-1,0,0,0,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,0,0,0,-1,0,0,0,1,2,-1
ARNTL,0,1,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,2,0,0,0,1,0,0,-1,0,1,-1,0,-1,-1
ARPC1A,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,2,0,0,1,1,1,-1,2,-1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,-1,0,1
ARPC1B,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,2,0,0,1,1,1,-1,2,-1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,-1,0,1
ARPC2,0,-1,0,1,-1,0,-1,-1,0,0,1,0,-1,0,1,-1,-1,-1,0,1,1,1,0,-1,0,-1,1,0,1,-1,1,0,0,-1,0,0,-1,0,0,0
ARPC3,-1,-1,0,1,-1,1,0,0,0,0,-1,0,0,1,1,-1,0,-1,1,1,-1,0,-1,1,1,0,-1,0,0,-1,0,1,0,-1,0,0,1,-1,2,0
ARPC4,0,-1,0,-1,1,1,-1,-1,0,0,1,-1,1,0,0,1,0,-1,-1,-1,-1,0,0,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,-1,-1,-1
ARPC5,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,2,0,1,0,1,1,0,2,-1,-2,1,1,0,2,0,0,0,0,0,1,0,1,1,1,1
ARPC5L,0,0,-1,-1,1,-1,0,-1,0,-1,-1,0,0,0,1,0,0,-1,-1,1,-1,-1,-1,1,0,1,0,0,1,-1,0,0,2,1,0,0,1,1,-1,-1
ARRB1,0,-1,0,0,0,0,0,-1,0,-1,1,0,0,0,1,1,0,1,1,-1,1,0,0,1,1,1,1,-1,-1,2,-1,1,-1,-1,0,1,1,-1,-1,-1
ARRB2,0,1,1,1,1,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,0,-1,0,0,-1,-1,0,1,-1,1,0,0
ASAP1,1,1,1,0,1,1,1,2,0,1,2,1,0,1,2,2,1,-1,1,-1,1,-1,2,2,1,0,1,0,1,0,1,1,1,0,0,-1,1,0,1,1
ASAP2,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,-1,-1,1,1,1,1,-1,-1,-1,0,0,-1,-1,1,0,1,1,-1,-1,0,0,-1,0,0,1
ASAP3,0,-1,-1,-1,1,-1,-1,-1,0,0,1,0,1,0,0,-1,-1,1,-1,-1,1,-1,-1,-1,0,1,-1,0,1,0,2,-1,0,0,0,-1,-1,1,0,0
ASH2L,-1,-1,0,0,1,0,0,0,0,-1,1,1,0,0,1,-1,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,0,1,0,-1,0,0,0,0,0,-1,0,-2,0
ASS1,0,0,-1,-1,1,-1,0,-1,0,-1,-1,0,0,0,1,-1,0,0,-1,1,-1,-1,-1,1,0,1,-1,0,1,-1,-1,0,0,1,0,-1,1,1,-1,-1
ATF1,-1,-1,0,1,-1,1,0,-1,0,0,-1,0,0,0,1,1,-1,-1,1,1,1,0,0,-1,1,0,0,0,-1,-1,-1,0,0,-1,0,1,1,-1,0,0
ATF2,0,1,0,1,-1,0,-1,0,0,0,0,0,1,2,1,0,0,1,0,1,1,1,0,-1,0,0,-1,0,1,0,1,-1,0,-1,0,1,-1,0,1,1
ATF4,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,0
ATF6,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,0,1,-1,0,1,1,0,1,0,0,0,-1,0,1,0,1,1,-1,0
ATF6B,0,-1,-1,-1,1,-1,0,-2,0,-1,1,-1,1,-1,1,1,1,1,0,-1,1,-1,1,1,0,0,1,0,1,0,-1,-1,0,0,0,0,0,-1,-1,-1
ATG10,-1,1,1,0,1,1,0,0,0,1,-1,0,0,0,1,1,0,-1,-1,1,1,0,-1,1,1,1,0,1,-1,0,1,0,1,0,1,1,1,1,0,0
ATG101,-1,-1,0,1,-1,1,0,-1,0,0,-1,0,0,0,1,1,-1,-1,1,1,-1,0,0,-1,1,0,0,0,-1,-1,-1,0,0,-1,0,1,1,-1,-1,0
ATG12,0,1,1,0,1,1,0,2,0,0,-1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,-1,0
ATG13,0,1,0,0,0,0,-1,0,0,-1,-1,-1,0,0,1,1,0,1,-1,-1,1,1,-1,-1,1,1,1,0,-1,-1,-1,0,0,-1,0,1,1,1,-1,-1
ATG14,0,-1,0,0,-1,-1,1,0,0,0,-1,0,-1,0,0,1,1,-1,0,1,0,1,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,-1,1
ATG16L1,0,-1,0,1,-1,0,-1,0,0,-1,1,0,-1,0,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,0,1,-1,1,0,0,-1,0,0,-1,0,0,1
ATG16L2,0,-1,0,0,-1,0,0,-1,0,-1,1,0,0,0,1,1,0,1,1,-1,1,2,0,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,0,1,1,-1,-1,-1
ATG2A,0,-1,0,0,-1,0,0,-1,0,0,1,0,0,0,1,-1,1,1,-1,-1,1,-1,0,1,1,1,1,0,-1,-1,-1,-1,2,-1,0,1,1,-1,-1,-1
ATG2B,0,-1,0,-1,-1,-1,1,0,0,-1,-1,0,-1,0,-1,2,0,-1,0,1,1,1,0,-1,1,-1,2,-1,-1,0,-1,0,0,0,0,-1,1,-1,-1,0
ATG3,0,0,0,0,0,1,-1,0,0,0,1,-1,-1,0,0,0,-1,0,1,0,0,1,1,1,1,0,-1,0,1,1,1,1,0,1,0,0,1,0,0,1
ATG4B,0,-1,0,1,-1,0,-1,0,0,-1,1,-1,-1,0,-1,-2,-1,-1,0,1,1,-1,-1,-1,0,-1,1,0,1,-1,1,-1,0,-1,0,0,-1,0,-1,1
ATG4C,0,0,-1,0,1,0,-1,0,0,0,1,0,0,0,0,-1,-1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,-1,0,1,0,0,-1,1,1,1
ATG4D,-1,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,-1,-1,0,2,-1,-1,-1,-1,1,1,1,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,0
ATG5,0,-1,-1,0,1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,0,-1,1,0,0,0,0,-1,0,0,0,0,-1,0,-1,-1
ATG7,0,-1,0,-1,1,1,-1,-1,0,0,1,-1,1,0,0,1,0,-1,-1,-1,-1,0,0,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,-1,-1,-1
ATG9A,0,-1,0,1,-1,0,-1,-1,0,0,1,0,-1,0,1,-1,-1,-1,0,1,1,-1,0,-1,0,-1,1,0,1,-1,1,0,0,-1,0,0,-1,0,0,0
ATM,0,-1,-1,0,0,-1,1,0,0,-1,1,0,0,0,1,-1,1,1,-1,0,1,-1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,0,1,1,-1,1,-1
ATP1A1,0,-1,-1,0,1,0,-1,0,0,0,1,0,1,0,-1,2,1,1,0,-1,1,1,-1,1,1,-1,1,0,1,1,1,-1,0,0,0,0,-1,1,0,1
ATP1A3,-1,1,1,-1,-1,-1,0,-1,0,-1,0,0,0,0,0,-1,0,1,-1,-1,-1,-1,1,-1,-1,-1,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,0,0
ATP1B1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,-1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1
ATP1B2,0,1,1,1,1,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,0,-1,-1,0,1,-1,1,0,0
ATP1B3,0,-1,0,0,0,1,1,0,0,1,1,-1,0,0,0,0,-1,0,1,-1,1,1,2,-1,-1,1,-1,0,1,1,1,1,0,1,0,0,1,0,0,2
ATP2A1,0,1,0,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,-1,-1,-1,1,0,-1,1,-1,-1,1,-1,1,1,-1,1,-1,0,-1,0,0,0,-1,-1,-1
ATP2A2,-1,-1,0,1,-1,1,0,0,0,0,-1,0,0,1,1,-1,0,-1,1,1,-1,0,-1,1,1,0,-1,0,0,-1,0,1,0,-1,0,0,1,-1,2,0
ATP2A3,0,1,1,1,1,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,0,-1,0,0,-1,-1,0,1,-1,1,0,0
ATP2B1,-1,0,0,1,-1,1,1,0,-2,0,-1,0,0,2,1,1,0,-1,1,1,0,0,-1,-1,1,0,0,0,0,0,-1,1,1,-2,0,0,1,0,-1,1
ATP2B2,0,-1,0,-1,1,1,-1,-1,0,0,1,-1,1,0,0,1,0,-1,-1,-1,-1,-1,0,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,-1,-1,-1
ATP2B4,-1,1,0,1,1,1,0,-1,0,1,0,0,1,-1,0,1,0,1,0,1,1,-1,1,-1,0,1,1,0,1,0,0,0,-1,0,1,-1,1,1,-1,0
ATP6V0A1,0,1,1,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,-1,-2,0,1,1,-1,1,0,0,1,-1,0,-1,1,1,0,0
ATP6V0A2,-1,-1,0,1,-1,1,0,0,0,-1,-1,0,0,1,1,-1,0,-1,1,1,-1,-1,-1,1,1,-1,-1,0,0,-1,0,1,0,-1,0,0,1,0,-1,0
ATP6V0A4,1,1,0,1,0,1,0,0,0,2,1,1,1,1,0,1,1,0,1,1,-1,0,2,1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,1,1,1
ATP6V0B,0,-1,-1,-1,1,0,-1,-1,0,0,1,0,1,0,0,-1,-1,1,-1,-1,1,-1,0,-1,0,1,1,0,1,0,1,-1,0,0,0,0,-1,1,0,0
ATP6V0C,0,1,-1,1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1
ATP6V0D1,0,1,0,1,-1,1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,1,-1,1,-1,1,0,1,-1,1,-1,-1,-1,-1,2,-1,0,2,0,-1,-1,-1
ATP6V0E1,0,1,0,0,1,1,-1,0,0,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,-1,0,0,1,0,0,1,-1,-1
ATP6V1A,0,0,0,0,0,1,-1,0,0,0,1,-1,-1,0,0,0,-1,0,1,0,0,1,1,1,1,0,-1,0,1,1,1,1,0,1,0,0,1,0,1,1
ATP6V1B2,-1,-1,0,0,1,0,0,0,2,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,0,0,0,-1,0,-1,0
ATP6V1C1,1,1,0,0,1,1,1,2,0,1,2,1,0,1,1,2,1,1,1,0,-1,-1,1,1,1,0,-1,0,1,0,1,1,0,0,-2,0,1,0,1,1
ATP6V1C2,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,-1,-1,1,1,1,1,-1,-1,-1,0,0,-1,0,1,0,1,1,-1,-1,0,-1,-1,0,0,1
ATP6V1D,0,-1,0,0,-1,-1,1,0,0,0,-1,0,-1,0,0,2,0,-1,0,1,-1,1,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,2,0
ATP6V1E1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,0,1,0,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,-2,-1,1,-1,1,1,1,0,-1,0,-1,-1,-1,-1,0
ATP6V1E2,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,2,-1,-1,1,1,1,1,0,1,-1,0,0,1,0,-1,0,1,1,0,-1,0,0,-1,0,0,1
ATP6V1F,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,1,1,1
ATP6V1G1,0,1,0,0,1,0,0,-1,0,-1,-1,0,0,0,1,-1,0,-1,-1,1,0,-1,-1,1,0,-1,0,0,1,-1,0,0,0,1,0,-1,1,1,-1,-1
ATP6V1G2,0,-1,-1,-1,1,-1,0,-2,0,-1,1,-1,1,-1,1,-1,1,1,0,-1,1,-1,1,1,0,1,1,0,1,0,-1,-1,0,0,1,0,0,-1,-1,-1
ATP6V1H,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,-1,-1,1,0,0,1,1,1,-1,-1,0,0,1,0,1,1,0,0,0,0,1,0,1,1
ATR,0,0,0,0,0,1,1,0,0,1,1,-1,0,0,0,0,-1,0,1,-1,1,1,2,-1,-1,1,-1,0,1,1,1,1,0,1,0,0,1,0,0,2
ATRIP,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,0,-1,0,-1,-1,-1,-1,1,-1,1,0,0,1,0,-1,1,-1,1,-1,0,0,-1,-1,-1,-1,-1
ATXN1,0,-1,-1,0,1,-1,0,0,0,-1,1,-1,1,-1,1,1,1,1,-1,-1,2,0,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,-1
ATXN1L,0,1,0,1,-1,1,0,0,0,0,-1,0,0,0,0,1,-1,-1,1,0,0,-1,-1,1,-1,1,-1,1,0,0,-1,-1,1,0,0,2,0,0,-1,-1
AURKA,0,1,0,0,1,1,0,-1,0,1,1,1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,0,1,1,2,1,0,1,1,1,1,0,1,1
AVP,0,-1,1,0,0,-1,-1,-1,0,-1,1,1,-1,0,0,-1,0,1,0,1,-1,-1,0,1,1,0,1,0,0,-1,1,1,0,1,0,1,0,0,1,0
AVPR1B,-1,1,0,1,1,1,0,-1,0,1,0,0,1,-1,0,2,0,1,0,1,1,2,-1,-1,0,1,1,0,1,0,0,0,0,0,1,-1,1,1,-1,0
AXIN1,0,-1,-1,1,-1,-1,-1,-2,0,-1,-1,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1
AXIN2,0,1,1,1,-1,2,0,2,0,1,-1,0,0,0,1,2,0,-1,0,1,1,0,-1,1,1,0,1,1,1,1,1,1,0,-1,0,1,1,1,1,1
AXL,-1,1,1,-1,-1,-1,0,-1,0,-1,0,0,0,0,0,-1,0,1,-1,-1,-1,-1,1,-1,-1,-1,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,0,0
AZI2,0,-1,1,0,0,0,-1,0,0,0,1,-1,1,0,0,0,0,-1,-1,0,0,0,0,1,1,0,1,0,0,1,0,1,-1,1,0,0,1,0,-1,-1
BABAM1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
BABAM2,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,-1,-1,1,1,1,1,1,1,-1,0,0,1,0,1,0,1,1,0,-1,0,0,-1,0,1,1
BAD,0,-1,0,0,-1,0,0,-1,0,0,1,0,0,0,1,-1,1,1,-1,-1,1,-1,0,1,1,1,1,-1,-1,-1,-1,-1,2,-1,0,1,1,-1,-1,-1
BAIAP2,0,0,1,1,-1,1,0,1,0,1,-1,0,0,-1,1,-1,0,1,0,1,1,-1,1,-1,1,0,1,1,-1,1,0,2,0,-1,0,1,1,1,-1,0
BAMBI,0,1,0,0,0,0,-1,0,2,1,-1,0,0,0,0,0,0,-1,0,-1,1,-1,1,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1
BARD1,0,1,0,1,-1,0,-1,0,0,0,1,0,-1,0,1,0,-1,-1,0,1,1,0,0,-1,0,-1,1,0,1,0,1,0,0,-1,-2,0,-1,0,1,1
BATF2,0,-1,0,0,-1,0,0,-1,0,0,1,0,0,0,1,-1,1,1,-1,-1,1,-1,0,1,1,1,1,0,-1,-1,-1,-1,2,-1,0,1,1,-1,-1,-1
BATF3,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,-1,0,1,0,1,1,0,-1,-1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
BAX,-1,1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
BBC3,-1,1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
BCAR1,0,1,0,1,-1,1,0,0,0,0,-1,0,0,0,1,2,-1,1,1,0,0,-1,-1,-1,0,1,-1,1,0,0,-1,-1,1,0,0,2,0,0,-1,-1
BCL10,1,-1,-1,0,1,-1,-1,0,0,1,1,0,0,0,0,-1,1,1,0,0,1,0,1,1,1,-1,1,0,1,0,1,-1,-1,1,0,0,-1,1,1,-1
BCL2,-1,-1,-1,0,0,-1,-1,0,0,0,1,-1,-1,-1,0,2,-1,-1,-1,0,0,-1,-1,-1,0,1,-1,0,-1,0,-1,-1,0,-1,0,-2,-1,-1,-1,-1
BCL2L1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,1,2,1,0,1,1,-1,1,1
BCL2L11,0,1,0,1,-1,0,-1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,-1,-1,1,-1,-1,-1,0,1,-1,0,0,1
BCL2L13,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,0,1,0,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,-2,-1,1,-1,1,1,1,0,-1,0,-1,-1,-1,-1,0
BCL2L2,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,-1,0,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,-1,0
BCL3,-1,1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,0,-1,0,1,-1,-1,-1,0,1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
BCL6,0,-1,-1,0,0,1,1,0,0,1,1,-1,0,0,0,0,0,-1,1,0,1,1,0,-1,0,1,-1,0,1,1,1,1,0,1,0,1,1,1,0,1
BCR,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,-1,-1,-1,-1,0,-1,-1,-1,0,1,-1,-1,0,-1,1,0,1,1,1,0,-1,0,-1,-1,-1,-1,0
BDKRB2,0,-1,0,-1,-1,-1,1,0,0,-1,-1,0,-1,0,-1,1,0,-1,0,1,1,1,0,-1,1,-1,2,-1,-1,0,-1,0,0,0,0,-1,1,-1,-1,0
BDNF,0,1,1,0,-1,0,-1,0,0,-1,-1,-1,0,0,2,-1,0,2,-1,0,1,1,-1,-1,1,-1,2,-1,0,0,-1,0,1,-1,0,1,1,1,-1,0
BECN1,0,1,1,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,1,-1,1,1,0,1,1,-1,1,0,0,1,-1,0,-1,1,1,0,0
BET1,1,1,1,2,0,1,1,0,0,1,1,1,1,0,0,2,0,-1,1,0,1,0,2,-1,1,1,1,1,-2,1,1,1,-1,1,1,1,-1,0,1,1
BET1L,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,1,-2,-1,-1,-1,-1,1,-1,-1,-1,0,-1,2,0,-1,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1
BGLAP,0,1,-1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,0,1,1,0,1,0,0,0,-1,0,1,0,1,1,-1,0
BHLHE40,0,-1,0,0,1,1,-1,0,0,0,1,-1,1,0,-1,1,0,-1,-1,-1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,-1,-1
BHLHE41,0,0,0,2,0,1,-1,0,0,-1,-1,0,0,0,1,0,-1,-1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,2,-1,0,2,1,0,0,1
BID,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,0,1,0,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,-2,-1,1,-1,1,1,1,0,-1,0,-1,-1,-1,-1,0
BIN1,0,1,0,1,-1,0,-1,0,0,0,0,0,0,0,1,-1,0,1,0,1,1,0,-1,1,0,0,1,0,1,-1,1,-1,0,-1,0,0,-1,0,0,1
BIRC2,0,-1,-1,0,0,-1,1,0,0,-1,1,0,0,0,1,-1,1,1,-1,0,1,-1,2,1,1,0,2,0,-1,-1,-1,-1,2,-1,0,1,1,-1,1,0
BIRC5,0,1,1,1,-1,1,0,1,0,1,-1,0,0,-1,1,-1,0,1,0,1,1,0,1,1,1,0,1,1,-1,1,0,2,0,-1,0,1,1,1,-1,0
BIRC7,0,1,-1,0,1,1,-1,-1,0,1,1,1,0,1,1,-1,1,-1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1
BLM,0,0,1,0,-1,0,0,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,1,-1,-1,-1,-1,-1,1,0,0,1,-1,1,0,0,-1,0,0,-1,1,1,0
BMI1,0,1,0,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,1,-1,1,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1
BMP2,1,-1,1,0,0,-1,-1,0,0,-1,1,1,-1,0,1,-1,0,1,0,1,0,-1,0,1,0,0,1,0,0,-1,1,1,1,1,0,2,1,0,2,1
